Title,Director,Cast,genres,original_language,overview,popularity,release_date,runtime,title,vote_average,emotion_mood,genre_mood,final_mood
Anything's Possible,Billy Porter ,"Eva Reign, Abubakr Ali, Renée Elise Goldsberry","Romance,Comedy,Drama",en,"Anything’s Possible is a delightfully modern Gen Z coming-of-age story that follows Kelsa, a confident high school girl who is trans, as she navigates through senior year. When her classmate Khal gets a crush on her, he musters up the courage to ask her out, despite the drama he knows it could cause. What transpires is a romance that showcases the joy, tenderness, and pain of young love.",8.181,2022.0,1 hrs 36 min,Anything's Possible,6.0,Happy,Romantic,Romantic
Alone Together,Katie Holmes ,"Katie Holmes, Jim Sturgess, Derek Luke, Becky Ann Baker, Zosia Mamet, Melissa Leo","Romance,Drama",en,Strangers June and Charlie have to learn to coexist when they accidentally book the same Airbnb to get away from the pandemic. Alone Together is the ultimate New York lockdown love story.,9.708,2022.0,1 hrs 41 min,Alone Together,4.9,Thrilling,Romantic,Romantic
DC League of Super-Pets,Jared Stern ,"Dwayne Johnson, Kevin Hart, Kate McKinnon, John Krasinski, Vanessa Bayer, Natasha Lyonne, Diego Luna, Marc Maron, Keanu Reeves","Animation,Action,Family,Comedy,Science Fiction",en,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",116.226,2022.0,1 hrs 45 min,DC League of Super-Pets,7.383,Thrilling,Intense,Intense
Thirteen Lives,Ron Howard ,"Viggo Mortensen, Colin Farrell, Joel Edgerton, Tom Bateman","Drama,Thriller,Action,Adventure",en,"Based on the true nail-biting mission that captivated the world. Twelve boys and the coach of a Thai soccer team explore the Tham Luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. Entombed behind a maze of flooded cave tunnels, they face impossible odds. A team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.",31.366,2022.0,2 hrs 27 min,Thirteen Lives,7.942,Thrilling,Emotional,Emotional
Vengeance,B. J. Novak ,"B. J. Novak, Boyd Holbrook, Dove Cameron, Issa Rae, Ashton Kutcher","Thriller,Mystery,Comedy",en,A journalist and podcaster from New York City travels to West Texas in order to report on the death of a girl he was hooking up with.,17.924,2022.0,1 hrs 48 min,Vengeance,6.7,Sad,Thrilling,Sad
Sharp Stick,Lena Dunham ,"Kristine Froseth, Jon Bernthal, Luka Sabbat, Scott Speedman, Lena Dunham, Ebon Moss-Bachrach, Taylour Paige, Jennifer Jason Leigh",Comedy,en,"Sarah Jo is a naive 26-year-old living on the fringes of Hollywood with her mother and sister. When she begins an affair with her older employer, she is thrust into an education on sexuality, loss and power.",11.528,2022.0,1 hrs 36 min,Sharp Stick,5.7,Thrilling,Happy,Thrilling
Not Okay,Quinn Shephard ,"Zoey Deutch, Mia Isaac, Nadia Alexander, Embeth Davidtz, Karan Soni, Dylan O'Brien","Comedy,Drama",en,"An ambitious young woman, desperate for followers and fame, fakes a trip to Paris to up her social media presence. When a terrifying incident takes place in the real world and becomes part of her imaginary trip, her white lie becomes a moral quandary that offers her all the attention she’s wanted.",21.288,2022.0,1 hrs 40 min,Not Okay,6.5,Happy,Happy,Happy
Paradise Highway,Anna Gutto ,"Juliette Binoche, Frank Grillo, Hala Finley, Cameron Monaghan, Morgan Freeman","Thriller,Crime,Drama",en,"A truck driver has been forced to smuggle illicit cargo to save her brother from a deadly prison gang. With FBI operatives hot on her trail, Sally's conscience is challenged when the final package turns out to be a teenage girl.",33.782,2022.0,1 hrs 55 min,Paradise Highway,5.989,Thrilling,Thrilling,Thrilling
Resurrection,Andrew Semans ,"Rebecca Hall, Grace Kaufman, Michael Esper, Tim Roth","Thriller,Mystery,Horror,Drama",en,"A woman's carefully constructed life is upended when an unwelcome shadow from her past returns, forcing her to confront the monster she's evaded for two decades.",22.928,2022.0,1 hrs 43 min,Resurrection,6.118,Sad,Thrilling,Sad
A Love Song,Max Walker-Silverman ,"Dale Dickey, Wes Studi","Drama,Romance",en,"Two childhood sweethearts, now both widowed, share a night by a lake in the mountains.",8.82,2022.0,1 hrs 21 min,A Love Song,6.9,Sad,Emotional,Sad
Honor Society,Oran Zegman ,"Angourie Rice, Gaten Matarazzo, Christopher Mintz-Plasse",Comedy,en,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",48.787,2022.0,1 hrs 37 min,Honor Society,7.814,Happy,Happy,Happy
Allegoria,Spider One ,"John Ennis, Bryce Johnson, Edward Hong, Adam Busch, Adam Marcinowski",Horror,en,"A group of artists’ lives becomes unwittingly entangled as their obsessions and insecurities manifest monsters, demons and death.",3.021,2022.0,1 hrs 10 min,Allegoria,4.6,Thrilling,Horror,Horror
Bullet Train,David Leitch ,"Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Benito A Martínez Ocasio, Sandra Bullock","Action,Comedy,Thriller",en,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",152.592,2022.0,2 hrs 6 min,Bullet Train,7.493,Happy,Intense,Intense
Luck,Peggy Holmes ,"Eva Noblezada, Simon Pegg, Jane Fonda, Whoopi Goldberg, Flula Borg, Lil Rel Howery, Colin O'Donoghue, John Ratzenberger","Animation,Adventure,Comedy,Fantasy",en,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",192.099,2022.0,1 hrs 45 min,Luck,7.891,Thrilling,Adventurous,Adventurous
Easter Sunday,Jay Chandrasekhar ,"Jo Koy, Jimmy O. Yang, Tia Carrere, Brandon Wardell, Eva Noblezada, Tiffany Haddish, Lou Diamond Phillips",Comedy,en,"A man returns home for an Easter celebration with his riotous, bickering, eating, drinking, laughing, loving family, in this love letter to the Filipino-American community.",11.847,2022.0,1 hrs 36 min,Easter Sunday,5.9,Romantic,Happy,Romantic
Rise of the Teenage Mutant Ninja Turtles: The Movie,"Ant Ward, Andy Suriano ","Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith, Josh Brener, Kat Graham, Eric Bauza, Haley Joel Osment","Animation,Action,Science Fiction",en,"When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.",40.982,2022.0,1 hrs 26 min,Rise of the Teenage Mutant Ninja Turtles: The Movie,7.4,Thrilling,Intense,Intense
Bodies Bodies Bodies,Halina Reijn ,"Amandla Stenberg, Maria Bakalova, Myha'la Herrold, Chase Sui Wonders, Rachel Sennott, Lee Pace, Pete Davidson","Comedy,Horror,Thriller,Mystery",en,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",23.792,2022.0,1 hrs 34 min,Bodies Bodies Bodies,6.431,Thrilling,Happy,Thrilling
They/Them,John Logan ,"Kevin Bacon, Carrie Preston, Anna Chlumsky, Theo Germaine, Austin Crute","Horror,Thriller",en,Campers at an LGBTQ+ conversion camp endure unsettling psychological techniques while the campsite is stalked by a mysterious killer.,27.479,2022.0,1 hrs 41 min,They/Them,5.0,Thrilling,Horror,Horror
Secret Headquarters,"Henry Joost, Ariel Schulman ","Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña","Action,Adventure,Comedy,Science Fiction,Family",en,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",89.052,2022.0,1 hrs 44 min,Secret Headquarters,6.7,Happy,Intense,Intense
Day Shift,J. J. Perry ,"Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good, Karla Souza, Steve Howey, Scott Adkins, Snoop Dogg","Action,Fantasy,Horror,Comedy",en,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,58.471,2022.0,1 hrs 53 min,Day Shift,6.869,Intense,Intense,Intense
Mack & Rita,Katie Aselton ,"Diane Keaton, Taylour Paige, Elizabeth Lail, Loretta Devine, Amy Hill, Lois Smith, Wendie Malick, Simon Rex, Martin Short, Dustin Milligan","Comedy,Fantasy",en,A 30-year-old spends a wild weekend in Palm Springs and wakes up to find she has magically transformed into her 70-year-old self.,22.435,2022.0,1 hrs 35 min,Mack & Rita,5.9,Happy,Happy,Happy
Fall,Scott Mann ,"Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan",Thriller,en,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",260.564,2022.0,1 hrs 47 min,Fall,7.26,Sad,Thrilling,Sad
Emily the Criminal,John Patton Ford ,"Aubrey Plaza, Theo Rossi, Megalyn Echikunwoke, Gina Gershon","Crime,Drama,Thriller",en,"Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",86.337,2022.0,1 hrs 37 min,Emily the Criminal,6.829,Thrilling,Emotional,Emotional
Summering,James Ponsoldt ,"Lia Barnett, Lake Bell, Sarah Cooper, Ashley Madekwe, Madalen Mills, Megan Mullaly",Drama,en,"Four best friends, on the brink of starting middle school, realize their lives are about to change forever. So on the last weekend of summer, they set out to make the most of it. Nothing could prepare them, though, for the startling discovery they make while revisiting one of their favorite haunts.",6.898,2022.0,1 hrs 27 min,Summering,4.3,Adventurous,Emotional,Adventurous
Beast,Baltasar Kormákur ,"Idris Elba, Iyana Halley, Leah Sava Jeffries, Sharlto Copley","Thriller,Action,Horror,Adventure,Drama",en,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",141.191,2022.0,1 hrs 33 min,Beast,6.771,Thrilling,Thrilling,Thrilling
Orphan: First Kill,William Brent Bell ,"Isabelle Fuhrman, Rossif Sutherland, Hiro Kanagawa, Matthew Finlan, Julia Stiles","Horror,Thriller",en,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",105.998,2022.0,1 hrs 39 min,Orphan: First Kill,6.731,Intense,Horror,Horror
Spin Me Round,Jeff Baena ,"Alison Brie, Alessandro Nivola, Molly Shannon, Tim Heidecker, Zach Woods, Fred Armisen, Debby Ryan, Lil Rel Howery, Aubrey Plaza","Romance,Comedy",en,"When the manager of an Italian restaurant chain wins the opportunity to attend the franchise’s educational immersion program in Italy, what she thought would be a romantic getaway devolves into chaos and catastrophe.",53.558,2022.0,1 hrs 44 min,Spin Me Round,5.054,Romantic,Romantic,Romantic
Delia's Gone,Robert Budreau ,"Stephan James, Marisa Tomei, Paul Walter Hauser, Travis Fimmel","Mystery,Thriller,Crime,Drama",en,"Living with an intellectual disability, Louis is wrongfully accused of the murder of his sister Delia and sentenced to 5 years in prison. Upon release, he is visited by one of the last men to see her alive who implies there is more to her killing than meets the eye. Armed with this new information, Louis embarks on a personal mission to find who is responsible for Delia's mysterious death.",5.935,2022.0,1 hrs 30 min,Delia's Gone,3.8,Thrilling,Suspenseful,Suspenseful
Three Thousand Years of Longing,George Miller ,"Idris Elba, Tilda Swinton","Drama,Adventure,Fantasy,Romance",en,"A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one, so the djinn tries to inspire her with his stories.",47.848,2022.0,1 hrs 48 min,Three Thousand Years of Longing,6.964,Thrilling,Emotional,Emotional
Samaritan,Julius Avery ,"Sylvester Stallone, Javon Walton, Pilou Asbæk, Dascha Polanco, Moises Arias","Action,Crime,Fantasy,Science Fiction",en,"Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",100.247,2022.0,1 hrs 42 min,Samaritan,6.799,Thrilling,Intense,Intense
Me Time,John Hamburg ,"Kevin Hart, Mark Wahlberg, Regina Hall, Luis Gerardo Méndez, Jimmy O. Yang",Comedy,en,"With his family away, a devoted stay-at-home dad enjoys his first me time in years by joining his hard-partying old friend on a wild birthday adventure.",35.55,2022.0,1 hrs 44 min,Me Time,5.954,Romantic,Happy,Romantic
